0,20.370731,108.954315,23293377,1
0,27.39512,123.02026,23293520,0
0,27.39512,123.02026,23293541,2
0,219.16096,412.48236,23665303,1
1,554.22437,841.8635,23665303,1
0,215.46504,413.31946,23665366,0
1,546.92444,841.9603,23665366,0
0,208.71996,419.7848,23665416,0
1,537.86035,844.40424,23665416,0
0,202.51144,426.9311,23665466,0
1,530.6807,851.13007,23665466,0
0,201.59999,428.02893,23665516,0
1,527.26355,854.73145,23665516,0
0,201.59999,428.02893,23665582,0
1,524.1687,860.05695,23665582,0
0,201.59999,428.02893,23665632,0
1,521.3397,863.9359,23665632,0
0,202.59865,425.4958,23665682,0
1,515.1459,872.10046,23665682,0
0,211.47928,412.91254,23665749,0
1,500.29547,887.33276,23665749,0
0,221.00673,401.65332,23665799,0
1,486.12888,896.3711,23665799,0
0,233.2256,391.0008,23665849,0
1,467.79663,904.8026,23665849,0
0,244.1071,383.79022,23665899,0
1,447.43457,911.3628,23665899,0
0,268.08023,368.02155,23665999,0
1,388.24927,915.50354,23665999,0
0,285.1142,357.25916,23666066,0
1,347.11896,909.2721,23666066,0
0,304.67163,349.60507,23666116,0
1,323.30884,900.84143,23666116,0
0,329.04694,344.11935,23666166,0
1,302.46713,888.7124,23666166,0
0,363.63937,340.6721,23666216,0
1,283.5828,874.49634,23666216,0
0,401.1423,343.7214,23666282,0
1,257.82907,856.22943,23666282,0
0,420.0873,347.09824,23666332,0
1,229.89331,835.79236,23666332,0
0,432.59436,350.9795,23666382,0
1,202.19437,820.50836,23666382,0
0,444.9546,358.87024,23666449,0
1,175.69083,806.1043,23666449,0
0,455.77393,367.9488,23666499,0
1,158.36063,791.85095,23666499,0
0,467.32306,377.85724,23666549,0
1,146.60866,775.6366,23666549,0
0,481.1137,387.7652,23666599,0
1,132.33069,744.2324,23666599,0
0,500.7951,406.94855,23666666,0
1,121.688774,713.7062,23666666,0
0,513.1578,421.96265,23666716,0
1,114.12023,693.00574,23666716,0
0,525.44403,441.38556,23666766,0
1,104.2975,666.7435,23666766,0
0,538.63965,467.18982,23666816,0
1,95.853264,641.3145,23666816,0
0,550.74207,504.79303,23666882,0
1,90.24847,611.9178,23666882,0
0,558.6143,552.7679,23666949,0
1,94.477356,585.53217,23666949,0
0,561.95123,586.9147,23666999,0
1,99.97637,568.71423,23666999,0
0,558.7661,615.42975,23667049,0
1,105.74122,545.0943,23667049,0
0,551.3966,639.09393,23667099,0
1,109.23828,520.492,23667099,0
0,543.1215,669.48175,23667166,0
1,114.8751,490.6455,23667166,0
0,536.55426,691.3933,23667216,0
1,124.74774,466.9204,23667216,0
0,528.4671,711.81775,23667266,0
1,148.21811,430.3681,23667266,0
0,517.24896,734.1847,23667316,0
1,170.05627,406.2887,23667316,0
0,504.6895,754.33746,23667366,0
1,196.89508,381.91504,23667366,0
0,483.64795,775.4041,23667432,0
1,230.54759,356.79028,23667432,0
0,468.11343,785.57495,23667482,0
1,257.72452,341.20697,23667482,0
0,441.95587,792.621,23667532,0
1,297.81177,327.64728,23667532,0
0,394.77896,799.6653,23667582,0
1,339.26938,323.64447,23667582,0
0,372.7425,797.0039,23667632,0
1,370.438,323.94434,23667632,0
0,332.586,792.7203,23667699,0
1,401.24564,327.8579,23667699,0
0,317.0392,789.0556,23667749,0
1,424.264,335.48666,23667749,0
0,303.8203,792.1016,23667799,0
1,446.23184,343.72977,23667799,0
0,285.80133,795.8859,23667849,0
1,467.37888,365.13843,23667849,0
0,249.79279,811.5659,23667916,0
1,487.3219,396.66583,23667916,0
0,252.1756,809.2898,23667966,0
1,499.3197,412.33765,23667966,0
0,245.90256,796.0415,23668032,0
1,511.30225,423.56128,23668032,0
0,242.68587,784.1623,23668082,0
1,526.07227,429.85815,23668082,0
0,245.26772,765.49225,23668132,0
1,549.6533,439.6247,23668132,0
0,256.75037,710.0066,23668199,0
1,579.52997,459.50787,23668199,0
0,257.09268,673.0723,23668249,0
1,595.15955,471.59668,23668249,0
0,244.51187,644.8695,23668299,0
1,603.33203,479.38092,23668299,0
0,232.50731,634.57605,23668366,0
1,606.9073,503.51654,23668366,0
0,230.49072,639.6083,23668415,0
1,606.57117,527.317,23668415,0
0,219.8634,642.7195,23668424,0
1,604.8,531.67267,23668424,0
0,219.8634,642.7195,23668443,2
1,604.8,531.67267,23668443,2
0,32.312195,126.7218,23669784,1
0,32.312195,126.7218,23669893,2
