0,419.35608,563.5061,23284527,1
1,404.60486,781.1579,23284527,1
0,420.7418,556.2039,23284620,0
1,402.55502,783.3183,23284620,0
0,419.90094,548.85175,23284636,0
1,399.91745,787.00446,23284636,0
0,417.95123,523.5292,23284650,0
1,395.12195,794.1134,23284650,0
0,420.99576,494.56763,23284670,0
1,384.85568,808.2251,23284670,0
0,424.37103,467.258,23284686,0
1,371.92566,823.7683,23284686,0
0,426.97977,441.38232,23284703,0
1,359.66196,838.56915,23284703,0
0,427.78537,415.97333,23284720,0
1,352.68906,848.20416,23284720,0
0,428.33432,390.52148,23284736,0
1,340.7241,864.28467,23284736,0
0,428.4878,366.02325,23284753,0
1,329.9012,882.271,23284753,0
0,432.70242,339.93176,23284769,0
1,316.44876,900.71826,23284769,0
0,433.84204,326.52332,23284786,0
1,314.0836,905.15247,23284786,0
0,435.5982,317.269,23284803,0
1,308.81503,911.77026,23284803,0
0,437.35382,296.37204,23284819,0
1,305.38986,918.2462,23284819,0
0,439.02435,290.33087,23284835,0
1,302.04877,922.1875,23284835,0
0,441.47696,265.44885,23284853,0
1,298.31036,926.49744,23284853,0
0,443.4063,254.65454,23284869,0
1,294.6898,929.48486,23284869,0
0,446.1139,233.31726,23284886,0
1,291.19125,931.24036,23284886,0
0,448.14697,221.54895,23284903,0
1,289.87924,932.672,23284903,0
0,449.52997,209.22333,23284919,0
1,287.3906,932.21436,23284919,0
0,451.3137,189.50061,23284936,0
1,284.6685,932.18164,23284936,0
0,452.01947,183.35571,23284952,0
1,282.02924,931.07104,23284952,0
0,454.23755,175.85587,23284969,0
1,279.81122,930.0874,23284969,0
0,455.2407,169.21582,23284986,0
1,279.57074,929.9607,23284986,0
0,456.15036,163.52676,23285003,0
1,277.63095,928.9385,23285003,0
0,457.0309,159.63815,23285019,0
1,278.16586,929.22034,23285019,0
0,457.9396,155.8074,23285036,0
1,276.8622,928.53345,23285036,0
0,458.8161,152.11249,23285053,0
1,275.10925,927.6096,23285053,0
0,458.6927,148.45273,23285069,0
1,273.373,925.6498,23285069,0
0,458.90607,146.64459,23285086,0
1,273.9512,926.25916,23285086,0
0,458.6927,144.52087,23285103,0
1,273.9512,926.25916,23285103,0
0,458.6927,142.60199,23285119,0
1,273.9512,926.25916,23285119,0
0,458.6927,143.0087,23285153,0
1,271.21835,924.8596,23285153,0
0,458.6927,143.0087,23285169,0
1,270.2713,922.94434,23285169,0
0,458.6927,143.0087,23285180,2
1,270.2713,922.94434,23285194,2
0,414.43903,407.30017,23286918,1
0,415.23245,410.64508,23286969,0
0,415.9127,411.8871,23286986,0
0,417.25055,416.18958,23287019,0
1,445.34634,858.8907,23287040,1
0,417.24878,416.18396,23287068,0
1,431.29755,849.26666,23287068,0
0,417.24878,416.18396,23287086,0
1,408.4249,850.1938,23287086,0
0,417.24878,416.18396,23287097,0
1,410.92682,848.8965,23287097,0
0,416.3745,415.7232,23287119,0
1,378.97342,842.3242,23287119,0
0,415.8439,415.4436,23287136,0
1,372.37787,843.43713,23287136,0
0,413.80026,414.92767,23287153,0
1,361.77612,842.155,23287153,0
0,411.54626,415.71954,23287169,0
1,344.49554,840.5714,23287169,0
0,410.92682,414.7033,23287186,0
1,324.3224,839.5411,23287186,0
0,410.92682,414.7033,23287203,0
1,303.2767,838.6169,23287203,0
0,412.58502,418.93878,23287219,0
1,284.28662,837.15466,23287219,0
0,415.07672,422.7558,23287236,0
1,265.27264,835.2462,23287236,0
0,417.7995,427.51563,23287253,0
1,247.0993,829.598,23287253,0
0,421.4634,430.99023,23287269,0
1,241.28781,828.53784,23287269,0
0,425.84103,433.6103,23287286,0
1,224.93884,823.92426,23287286,0
0,431.192,437.33203,23287303,0
1,216.25781,819.9751,23287303,0
0,438.60162,441.13177,23287319,0
1,209.04715,815.1206,23287319,0
0,446.58362,445.96362,23287336,0
1,191.88354,796.9432,23287336,0
0,454.97098,452.47876,23287353,0
1,184.72296,790.27216,23287353,0
0,462.1496,459.17786,23287369,0
1,177.06992,783.32306,23287369,0
0,469.53098,464.84863,23287386,0
1,168.74226,776.65497,23287386,0
0,475.2,470.22675,23287402,0
1,163.31708,770.42334,23287402,0
0,490.64572,483.91412,23287436,0
1,150.50417,752.8507,23287436,0
0,496.99454,489.67657,23287453,0
1,145.21349,744.1157,23287453,0
0,502.10178,496.93445,23287469,0
1,139.92746,733.8994,23287469,0
0,507.39365,503.9831,23287486,0
1,130.18832,714.4864,23287486,0
0,511.77612,510.8368,23287503,0
1,124.63361,699.8842,23287503,0
0,515.4946,518.14545,23287519,0
1,118.20103,678.43286,23287519,0
0,518.7407,525.8552,23287536,0
1,116.14355,670.5142,23287536,0
0,521.32605,534.2613,23287553,0
1,114.79063,658.39355,23287553,0
0,523.81726,542.1379,23287569,0
1,115.450096,645.26587,23287569,0
0,524.63635,547.5084,23287586,0
1,115.28561,634.738,23287586,0
0,525.77563,553.51184,23287601,0
1,116.253654,623.84155,23287601,0
0,526.959,558.1305,23287619,0
1,116.60487,610.9996,23287619,0
0,528.21277,564.15643,23287636,0
1,117.30731,598.52576,23287636,0
0,528.9366,568.6981,23287653,0
1,117.30731,578.85034,23287653,0
0,528.9366,572.1969,23287669,0
1,118.18287,570.18994,23287669,0
0,527.6303,575.77954,23287686,0
1,119.31599,560.6363,23287686,0
0,526.4184,580.47754,23287703,0
1,120.527954,552.0241,23287703,0
0,525.1836,586.9843,23287719,0
1,121.76274,543.22186,23287719,0
0,525.4244,593.4398,23287736,0
1,122.86056,536.4638,23287736,0
0,524.3707,600.5217,23287752,0
1,123.980484,529.4517,23287752,0
0,523.2454,609.1936,23287769,0
1,126.58228,522.4115,23287769,0
0,522.03235,617.4024,23287786,0
1,129.5906,513.31134,23287786,0
0,520.8585,626.0625,23287802,0
1,133.11218,505.76172,23287802,0
0,519.8091,633.0689,23287819,0
1,136.95882,498.38513,23287819,0
0,518.06696,638.5903,23287836,0
1,140.4514,492.86383,23287836,0
0,516.2927,645.31055,23287849,0
1,144.0,487.2539,23287849,0
0,513.20905,652.0299,23287869,0
1,148.9052,481.34393,23287869,0
0,509.7117,659.5524,23287886,0
1,154.22269,476.54828,23287886,0
0,506.08224,667.2027,23287903,0
1,159.66692,471.76685,23287903,0
0,503.1513,673.3805,23287919,0
1,164.06322,467.90576,23287919,0
0,500.9533,680.8544,23287936,0
1,169.0592,462.77765,23287936,0
0,498.2276,688.8018,23287953,0
1,173.87434,458.6604,23287953,0
0,494.66382,695.5663,23287969,0
1,178.4117,453.94812,23287969,0
0,491.67435,701.07996,23287986,0
1,181.26225,450.94385,23287986,0
0,486.3468,706.1134,23288003,0
1,185.03708,448.60193,23288003,0
0,481.54767,710.51044,23288019,0
1,188.02748,446.0348,23288019,0
0,477.02902,714.32025,23288036,0
1,189.91035,444.0504,23288036,0
0,472.4672,717.07227,23288053,0
1,191.73508,441.03302,23288053,0
0,469.18744,719.3639,23288069,0
1,193.00557,438.7414,23288069,0
0,466.627,721.0468,23288086,0
1,193.804,436.39105,23288086,0
0,464.30746,720.4507,23288103,0
1,194.57718,434.68848,23288103,0
0,461.58432,719.49396,23288119,0
1,195.4849,431.81683,23288119,0
0,460.3931,715.77563,23288136,0
1,196.38739,428.96332,23288136,0
0,460.7112,710.00256,23288153,0
1,196.68292,428.02893,23288153,0
0,460.8,709.3476,23288154,0
1,196.68292,428.02893,23288154,0
1,196.68292,428.02893,23288167,2
0,460.8,709.3476,23288180,2
0,230.4,507.98267,23289943,1
1,235.31706,739.70044,23289954,1
0,231.13963,511.1007,23289986,0
1,235.31706,739.70044,23289986,0
0,232.15463,515.01105,23290003,0
1,234.61462,742.2869,23290003,0
0,232.50731,518.3315,23290019,0
1,234.61462,743.402,23290019,0
0,232.8605,522.0528,23290036,0
1,234.96782,747.48,23290036,0
0,233.79788,525.2683,23290053,0
1,235.31706,750.4437,23290053,0
0,234.82419,528.63367,23290069,0
1,236.22906,752.72754,23290069,0
0,235.74294,532.2789,23290086,0
1,236.0195,753.1834,23290086,0
0,236.37073,534.2637,23290096,0
1,236.0195,754.50665,23290096,0
0,237.57164,536.4249,23290136,0
1,236.72194,755.9873,23290136,0
0,238.25816,536.9933,23290153,0
1,238.9606,758.3466,23290153,0
0,240.95131,538.34064,23290169,0
1,241.65375,758.94855,23290169,0
0,245.55582,538.313,23290186,0
1,246.62015,759.30743,23290186,0
0,251.42052,536.3419,23290203,0
1,252.82541,758.32196,23290203,0
0,260.4915,535.1407,23290219,0
1,262.82034,756.2606,23290219,0
0,291.0869,529.23596,23290236,0
1,293.77225,749.371,23290236,0
0,322.25665,519.87915,23290253,0
1,325.9976,739.75195,23290253,0
0,357.71088,513.0587,23290269,0
1,362.41058,729.635,23290269,0
0,399.29337,507.50336,23290286,0
1,405.00385,719.5896,23290286,0
0,429.19025,505.02142,23290296,0
1,460.09756,707.867,23290296,0
1,460.09756,707.867,23290307,2
0,496.6244,500.57953,23290307,0
0,496.6244,500.57953,23290320,2
0,625.87317,248.13303,23291713,1
1,352.6244,251.0943,23291713,1
0,624.7344,249.93326,23291803,0
1,350.08075,256.45584,23291803,0
0,623.1459,252.44455,23291819,0
1,348.49222,259.8042,23291819,0
0,621.59875,254.89032,23291836,0
1,346.9451,262.29346,23291836,0
0,620.1861,257.1236,23291853,0
1,346.26865,265.30264,23291853,0
0,618.84875,259.23773,23291867,0
1,344.89755,267.38116,23291867,0
2,203.7073,505.02142,23291867,1
3,293.6195,964.7554,23291867,1
0,617.23987,261.78125,23291886,0
1,344.0931,269.92468,23291886,0
2,203.7073,505.02142,23291886,0
3,293.6195,964.7554,23291886,0
0,615.82574,264.01675,23291903,0
1,342.57693,272.1602,23291903,0
2,203.7073,505.02142,23291903,0
3,293.6195,964.7554,23291903,0
0,614.41516,266.24677,23291919,0
1,341.16632,274.3902,23291919,0
2,202.89536,506.73285,23291919,0
3,293.6195,964.7554,23291919,0
